종목코드,종목명,일자,종가,종가_등락비율,종가_방향,SMA5_등락비율,SMA20_등락비율,SMA60_등락비율,BB상_등락비율,BB중_등락비율,BB하_등락비율,RSI_등락비율,MACD_등락비율,SMA5_전일방향,SMA5_종가일치,SMA20_전일방향,SMA20_종가일치,SMA60_전일방향,SMA60_종가일치,BB상_전일방향,BB상_종가일치,BB중_전일방향,BB중_종가일치,BB하_전일방향,BB하_종가일치,RSI_전일방향,RSI_종가일치,MACD_전일방향,MACD_종가일치
329180.KS,HD현대중공업,2026-05-27,744000.0000,-0.1342,하락,4.3831,0.5429,,1.4086,0.5429,-0.5187,-0.2796,6.4144,상승,0,상승,0,,,상승,0,상승,0,하락,1,상승,0,상승,0
329180.KS,HD현대중공업,2026-05-28,704000.0000,-5.3763,하락,1.9557,0.2293,,0.3344,0.2293,0.0979,-10.7488,-3.3349,상승,0,상승,0,,,상승,0,상승,0,하락,1,하락,1,상승,0
329180.KS,HD현대중공업,2026-05-29,696000.0000,-1.1364,하락,0.6770,0.2140,,0.2250,0.2140,0.2003,-2.2627,-5.2739,상승,0,상승,0,,,상승,0,상승,0,상승,0,하락,1,하락,1
329180.KS,HD현대중공업,2026-06-01,684000.0000,-1.7241,하락,0.1121,-0.0442,,-0.0567,-0.0442,-0.0285,-3.5263,-7.7681,상승,0,상승,0,,,상승,0,상승,0,상승,0,하락,1,하락,1
329180.KS,HD현대중공업,2026-06-02,673000.0000,-1.6082,하락,-2.0151,-0.0884,,-0.0820,-0.0884,-0.0964,-3.3640,-9.9910,상승,0,하락,1,,,하락,1,하락,1,하락,1,하락,1,하락,1
329180.KS,HD현대중공업,2026-06-04,651000.0000,-3.2689,하락,-2.6564,-0.2138,,-0.0731,-0.2138,-0.3902,-6.7560,-14.8415,하락,1,하락,1,,,하락,1,하락,1,하락,1,하락,1,하락,1
329180.KS,HD현대중공업,2026-06-05,664000.0000,1.9969,상승,-1.1737,0.1182,,-0.0105,0.1182,0.2800,4.2220,-11.3209,하락,0,하락,0,,,하락,0,하락,0,하락,0,하락,0,하락,0
329180.KS,HD현대중공업,2026-06-08,621000.0000,-6.4759,하락,-2.2268,-0.5314,,-0.0204,-0.5314,-1.1720,-12.8034,-24.0964,하락,1,상승,0,,,하락,1,상승,0,상승,0,상승,0,하락,1
329180.KS,HD현대중공업,2026-06-09,612000.0000,-1.4493,하락,-2.1865,-0.3413,,0.2577,-0.3413,-1.1009,-2.8050,-29.5841,하락,1,하락,1,,,하락,1,하락,1,하락,1,하락,1,하락,1
329180.KS,HD현대중공업,2026-06-10,641000.0000,4.7386,상승,-0.9935,-0.3276,,-0.1882,-0.3276,-0.5067,11.4576,-17.7095,하락,0,하락,0,,,상승,1,하락,0,하락,0,하락,0,하락,0
329180.KS,HD현대중공업,2026-06-11,646000.0000,0.7800,상승,-0.1568,-0.4557,,-0.5715,-0.4557,-0.3062,1.7112,-14.5756,하락,0,하락,0,,,하락,0,하락,0,하락,0,상승,1,하락,0
329180.KS,HD현대중공업,2026-06-12,650000.0000,0.6192,상승,-0.4397,-0.6228,,-1.3029,-0.6228,0.2518,1.4064,-11.3003,하락,0,하락,0,,,하락,0,하락,0,하락,0,상승,1,하락,0
329180.KS,HD현대중공업,2026-06-15,714000.0000,9.8462,상승,2.9338,0.3247,,0.7192,0.3247,-0.1749,19.0489,46.7357,하락,0,하락,0,,,하락,0,하락,0,상승,1,상승,1,하락,0
329180.KS,HD현대중공업,2026-06-16,698000.0000,-2.2409,하락,2.6356,0.4365,,0.4514,0.4365,0.4175,-4.9087,13.9570,상승,0,상승,0,,,상승,0,상승,0,하락,1,상승,0,상승,0
329180.KS,HD현대중공업,2026-06-17,707000.0000,1.2894,상승,1.9707,0.6894,,0.3548,0.6894,1.1172,2.1974,13.3217,상승,1,상승,1,,,상승,1,상승,1,상승,1,하락,0,상승,1
329180.KS,HD현대중공업,2026-06-18,684000.0000,-3.2532,하락,1.1127,0.6401,,-0.4237,0.6401,1.9893,-7.3622,-2.9020,상승,0,상승,0,,,상승,0,상승,0,상승,0,상승,0,상승,0
329180.KS,HD현대중공업,2026-06-19,667000.0000,-2.4854,하락,0.4923,0.2293,,-0.0895,0.2293,0.6240,-5.5358,-11.8338,상승,0,상승,0,,,하락,1,상승,0,상승,0,하락,1,하락,1
329180.KS,HD현대중공업,2026-06-22,636000.0000,-4.6477,하락,-2.2478,-0.2656,,0.0681,-0.2656,-0.6760,-9.8053,-28.9311,상승,0,상승,0,,,하락,1,상승,0,상승,0,하락,1,하락,1
329180.KS,HD현대중공업,2026-06-23,588000.0000,-7.5472,하락,-3.2429,-0.6806,,0.6515,-0.6806,-2.3308,-14.0526,-70.6724,하락,1,하락,1,,,상승,0,하락,1,하락,1,하락,1,하락,1
329180.KS,HD현대중공업,2026-06-24,587000.0000,-0.1701,하락,-3.6563,-1.1769,,-0.9827,-1.1769,-1.4248,-0.3143,-192.6116,하락,1,하락,1,,,상승,0,하락,1,하락,1,하락,1,하락,1
329180.KS,HD현대중공업,2026-06-25,582000.0000,-0.8518,하락,-3.2258,-1.2211,,-1.2844,-1.2211,-1.1399,-1.6642,176.2411,하락,1,하락,1,,,하락,1,하락,1,하락,1,하락,1,하락,1
329180.KS,HD현대중공업,2026-06-26,564000.0000,-3.0928,하락,-3.3660,-1.0683,0.2283,-0.1430,-1.0683,-2.2531,-6.0608,67.6579,하락,1,하락,1,,,하락,1,하락,1,하락,1,하락,1,상승,0
329180.KS,HD현대중공업,2026-06-29,592000.0000,4.9645,상승,-1.4880,-0.8022,0.3444,-0.6538,-0.8022,-0.9962,16.2073,13.0233,하락,0,하락,0,상승,1,하락,0,하락,0,하락,0,하락,0,상승,1
329180.KS,HD현대중공업,2026-06-30,592000.0000,0.0000,보합,0.1373,-0.7153,0.3825,-0.5507,-0.7153,-0.9315,-0.0000,7.8882,하락,,하락,,상승,,하락,,하락,,하락,,상승,,상승,
373220.KS,LG에너지솔루션,2026-04-29,473000.0000,0.2119,상승,-0.4856,0.7685,,1.0610,0.7685,0.3792,0.3942,,,,,,,,,,,,,,,,,
373220.KS,LG에너지솔루션,2026-04-30,460500.0000,-2.6427,하락,-0.2546,0.6471,,0.5064,0.6471,0.8355,-8.1417,,하락,1,상승,0,,,상승,0,상승,0,상승,0,상승,0,,
373220.KS,LG에너지솔루션,2026-05-04,472000.0000,2.4973,상승,-0.3829,0.8438,,0.6378,0.8438,1.1190,5.4761,,하락,0,상승,1,,,상승,1,상승,1,상승,1,하락,0,,
373220.KS,LG에너지솔루션,2026-05-06,482000.0000,2.1186,상승,0.7687,0.7912,,0.9721,0.7912,0.5508,4.2050,,하락,0,상승,1,,,상승,1,상승,1,상승,1,상승,1,,
373220.KS,LG에너지솔루션,2026-05-07,483000.0000,0.2075,상승,0.4662,0.8415,,0.7921,0.8415,0.9074,0.4033,,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,,
373220.KS,LG에너지솔루션,2026-05-08,476500.0000,-1.3458,하락,0.1476,0.7897,,0.3876,0.7897,1.3257,-4.6627,,상승,0,상승,0,,,상승,0,상승,0,상승,0,상승,0,,
373220.KS,LG에너지솔루션,2026-05-11,468000.0000,-1.7838,하락,0.3159,0.5223,,0.2625,0.5223,0.8654,-6.1618,,상승,0,상승,0,,,상승,0,상승,0,상승,0,하락,1,,
373220.KS,LG에너지솔루션,2026-05-12,443000.0000,-5.3419,하락,-1.2177,0.3427,,-0.2134,0.3427,1.0728,-16.3299,,상승,0,상승,0,,,상승,0,상승,0,상승,0,하락,1,,
373220.KS,LG에너지솔루션,2026-05-13,430000.0000,-2.9345,하락,-2.2104,0.3140,,-0.4842,0.3140,1.3487,-8.3786,,하락,1,상승,0,,,하락,1,상승,0,상승,0,하락,1,,
373220.KS,LG에너지솔루션,2026-05-14,442000.0000,2.7907,상승,-1.7822,0.4613,,-0.7111,0.4613,1.9535,9.9232,,하락,0,상승,1,,,하락,0,상승,1,상승,1,하락,0,,
373220.KS,LG에너지솔루션,2026-05-15,417000.0000,-5.6561,하락,-2.6333,0.0984,,-0.2444,0.0984,0.5234,-14.7122,,하락,1,상승,0,,,하락,1,상승,0,상승,0,상승,0,,
373220.KS,LG에너지솔루션,2026-05-18,408000.0000,-2.1583,하락,-2.7273,-0.0874,,0.2218,-0.0874,-0.4677,-5.3960,,하락,1,상승,0,,,하락,1,상승,0,상승,0,하락,1,,
373220.KS,LG에너지솔루션,2026-05-19,400000.0000,-1.9608,하락,-2.0093,-0.1968,,0.4980,-0.1968,-1.0573,-4.9117,-66.3626,하락,1,하락,1,,,상승,0,하락,1,하락,1,하락,1,,
373220.KS,LG에너지솔루션,2026-05-20,384500.0000,-3.8750,하락,-2.1698,-0.4874,,1.0811,-0.4874,-2.4608,-9.2958,-218.4957,하락,1,하락,1,,,상승,0,하락,1,하락,1,하락,1,하락,1
373220.KS,LG에너지솔루션,2026-05-21,401000.0000,4.2913,상승,-1.9985,-0.8475,,-0.1231,-0.8475,-1.7920,19.2074,86.9227,하락,0,하락,0,,,상승,1,하락,0,하락,0,하락,0,하락,0
373220.KS,LG에너지솔루션,2026-05-22,398500.0000,-0.6234,하락,-0.9202,-0.9547,,-0.4829,-0.9547,-1.5801,-1.5471,39.8655,하락,1,하락,1,,,하락,1,하락,1,하락,1,상승,0,상승,0
373220.KS,LG에너지솔루션,2026-05-26,399500.0000,0.2509,상승,-0.4267,-0.7509,,-0.2013,-0.7509,-1.4878,1.0271,19.8841,하락,0,하락,0,,,하락,0,하락,0,하락,0,하락,0,상승,1
373220.KS,LG에너지솔루션,2026-05-27,383500.0000,-4.0050,하락,-0.8319,-1.1010,,-0.5038,-1.1010,-1.9121,-10.2392,29.3058,하락,1,하락,1,,,하락,1,하락,1,하락,1,상승,0,상승,0
373220.KS,LG에너지솔루션,2026-05-28,442000.0000,15.2542,상승,2.9232,-0.2512,,-0.4132,-0.2512,-0.0280,52.1092,-32.7262,하락,0,하락,0,,,하락,0,하락,0,하락,0,하락,0,상승,1
373220.KS,LG에너지솔루션,2026-05-29,458000.0000,3.6199,상승,2.8155,-0.1603,,-0.3712,-0.1603,0.1292,6.6300,-59.3135,상승,1,하락,0,,,하락,0,하락,0,하락,0,상승,1,하락,0
373220.KS,LG에너지솔루션,2026-06-01,455000.0000,-0.6550,하락,2.7144,-0.2064,,-0.4830,-0.2064,0.1714,-1.5511,-106.1114,상승,0,하락,1,,,하락,1,하락,1,상승,0,상승,0,하락,1
373220.KS,LG에너지솔루션,2026-06-02,442500.0000,-2.7473,하락,2.0112,-0.2068,,-0.3636,-0.2068,0.0060,-6.5072,728.9024,상승,0,하락,1,,,하락,1,하락,1,상승,0,하락,1,하락,1
373220.KS,LG에너지솔루션,2026-06-04,422000.0000,-4.6328,하락,1.7652,-0.5756,,-0.9384,-0.5756,-0.0853,-10.3080,-56.9497,상승,0,하락,1,,,하락,1,하락,1,상승,0,하락,1,상승,0
373220.KS,LG에너지솔루션,2026-06-05,414000.0000,-1.8957,하락,-1.2615,-0.7874,,-1.4978,-0.7874,0.1646,-4.1522,-217.8268,상승,0,하락,1,,,하락,1,하락,1,하락,1,하락,1,하락,1
373220.KS,LG에너지솔루션,2026-06-08,388500.0000,-6.1594,하락,-3.1713,-1.1029,,-1.6294,-1.1029,-0.4091,-12.4751,449.5128,하락,1,하락,1,,,하락,1,하락,1,상승,0,하락,1,하락,1
373220.KS,LG에너지솔루션,2026-06-09,396500.0000,2.0592,상승,-2.7568,-0.9441,,-1.7632,-0.9441,0.1221,6.0858,45.4911,하락,0,하락,0,,,하락,0,하락,0,하락,0,하락,0,상승,1
373220.KS,LG에너지솔루션,2026-06-10,385500.0000,-2.7743,하락,-2.7623,-0.9829,,-1.5224,-0.9829,-0.2938,-5.6504,39.8578,하락,1,하락,1,,,하락,1,하락,1,상승,0,상승,0,상승,0
373220.KS,LG에너지솔루션,2026-06-11,384500.0000,-0.2594,하락,-1.8689,-0.7039,,-0.6132,-0.7039,-0.8182,-0.5501,22.2611,하락,1,하락,1,,,하락,1,하락,1,하락,1,하락,1,상승,0
373220.KS,LG에너지솔루션,2026-06-12,400000.0000,4.0312,상승,-0.7110,-0.3635,,-0.4105,-0.3635,-0.3042,12.7534,-0.4716,하락,0,하락,0,,,하락,0,하락,0,하락,0,하락,0,상승,1
373220.KS,LG에너지솔루션,2026-06-15,420500.0000,5.1250,상승,1.6368,-0.2615,,-0.6482,-0.2615,0.2268,13.1768,-19.5797,하락,0,하락,0,,,하락,0,하락,0,하락,0,상승,1,하락,0
373220.KS,LG에너지솔루션,2026-06-16,410500.0000,-2.3781,하락,0.7046,-0.0793,,-0.0954,-0.0793,-0.0591,-5.3209,-9.2546,상승,0,하락,1,,,하락,1,하락,1,상승,0,상승,0,하락,1
373220.KS,LG에너지솔루션,2026-06-17,416000.0000,1.3398,상승,1.5242,0.0976,,0.1038,0.0976,0.0900,3.3080,-15.7726,상승,1,하락,0,,,하락,0,하락,0,하락,0,하락,0,하락,0
373220.KS,LG에너지솔루션,2026-06-18,400000.0000,-3.8462,하락,0.7630,0.0000,,0.0000,0.0000,0.0000,-8.7358,7.1320,상승,0,상승,0,,,상승,0,상승,0,상승,0,상승,0,하락,1
373220.KS,LG에너지솔루션,2026-06-19,404500.0000,1.1250,상승,0.2198,0.2438,,-0.0945,0.2438,0.6672,3.1164,-1.9470,상승,1,보합,,,,보합,,보합,,보합,,하락,0,상승,1
373220.KS,LG에너지솔루션,2026-06-22,385500.0000,-4.6972,하락,-1.7061,-0.1885,,0.0945,-0.1885,-0.5400,-10.4913,23.2409,상승,0,상승,0,,,하락,1,상승,0,상승,0,상승,0,하락,1
373220.KS,LG에너지솔루션,2026-06-23,362000.0000,-6.0960,하락,-2.4052,-0.4447,,0.5774,-0.4447,-1.7223,-12.2608,39.6648,하락,1,하락,1,,,상승,0,하락,1,하락,1,하락,1,상승,0
373220.KS,LG에너지솔루션,2026-06-24,365500.0000,0.9669,상승,-2.5661,-0.4161,,0.3516,-0.4161,-1.3981,3.3322,18.3354,하락,0,하락,0,,,상승,1,하락,0,하락,0,하락,0,상승,1
373220.KS,LG에너지솔루션,2026-06-25,352000.0000,-3.6936,하락,-2.5033,-0.3871,,0.6020,-0.3871,-1.6748,-7.4170,20.0474,하락,1,하락,1,,,상승,0,하락,1,하락,1,상승,0,상승,0
373220.KS,LG에너지솔루션,2026-06-26,331500.0000,-5.8239,하락,-3.9048,-1.3634,-0.3100,0.0472,-1.3634,-3.2421,-10.8172,23.3887,하락,1,하락,1,,,상승,0,하락,1,하락,1,하락,1,상승,0
373220.KS,LG에너지솔루션,2026-06-29,400500.0000,20.8145,상승,0.8350,-0.7192,0.0238,-1.8918,-0.7192,0.8956,61.8835,-17.5075,하락,0,하락,0,하락,0,상승,1,하락,0,하락,0,하락,0,상승,1
373220.KS,LG에너지솔루션,2026-06-30,369000.0000,-7.8652,하락,0.3864,-1.0835,-0.1505,-2.1407,-1.0835,0.3322,-12.1632,-0.4906,상승,0,하락,1,상승,0,하락,1,하락,1,상승,0,상승,0,하락,1
