종목코드,종목명,일자,종가,종가_등락비율,종가_방향,SMA5_등락비율,SMA20_등락비율,SMA60_등락비율,BB상_등락비율,BB중_등락비율,BB하_등락비율,RSI_등락비율,MACD_등락비율,거래량_등락비율,SMA5_전일방향,SMA5_종가일치,SMA20_전일방향,SMA20_종가일치,SMA60_전일방향,SMA60_종가일치,BB상_전일방향,BB상_종가일치,BB중_전일방향,BB중_종가일치,BB하_전일방향,BB하_종가일치,RSI_전일방향,RSI_종가일치,MACD_전일방향,MACD_종가일치,거래량_전일방향,거래량_종가일치
000270.KS,기아,2025-12-30,121800.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000270.KS,기아,2026-01-02,120600.0000,-0.9852,하락,,,,,,,,,48.3825,,,,,,,,,,,,,,,,,,
000270.KS,기아,2026-01-05,122600.0000,1.6584,상승,,,,,,,,,32.9500,,,,,,,,,,,,,,,,,상승,1
000270.KS,기아,2026-01-06,122500.0000,-0.0816,하락,,,,,,,,,51.6962,,,,,,,,,,,,,,,,,상승,0
000270.KS,기아,2026-01-07,129300.0000,5.5510,상승,,,,,,,,,133.3185,,,,,,,,,,,,,,,,,상승,1
000270.KS,기아,2026-01-08,124900.0000,-3.4029,하락,0.5026,,,,,,,,-44.2670,,,,,,,,,,,,,,,,,상승,0
000270.KS,기아,2026-01-09,133200.0000,6.6453,상승,2.0326,,,,,,,,2.6812,상승,1,,,,,,,,,,,,,,,하락,0
000270.KS,기아,2026-01-12,129300.0000,-2.9279,하락,1.0593,,,,,,,,1.7345,상승,0,,,,,,,,,,,,,,,상승,0
000270.KS,기아,2026-01-13,136000.0000,5.1817,상승,2.1120,,,,,,,,66.4717,상승,1,,,,,,,,,,,,,,,상승,1
000270.KS,기아,2026-01-14,143000.0000,5.1471,상승,2.0990,,,,,,,,1.6174,상승,1,,,,,,,,,,,,,,,상승,1
000270.KS,기아,2026-01-15,152500.0000,6.6434,상승,4.1417,,,,,,,,12.8169,상승,1,,,,,,,,,,,,,,,상승,1
000270.KS,기아,2026-01-16,151100.0000,-0.9180,하락,2.5793,,,,,,,,-22.2452,상승,0,,,,,,,,,,,,,,,상승,0
000270.KS,기아,2026-01-19,169500.0000,12.1774,상승,5.6469,,,,,,,,53.9318,상승,1,,,,,,,,,,,,,,,하락,0
000270.KS,기아,2026-01-20,163900.0000,-3.3038,하락,3.7096,,,,,,,,-20.1783,상승,0,,,,,,,,,,,,,,,상승,0
000270.KS,기아,2026-01-21,172100.0000,5.0031,상승,3.7308,,,,,,,,28.5070,상승,1,,,,,,,,,,,,,,,하락,0
000270.KS,기아,2026-01-22,164600.0000,-4.3579,하락,1.4955,,,,,,-8.8198,,-18.1987,상승,0,,,,,,,,,,,,,,,상승,0
000270.KS,기아,2026-01-23,159000.0000,-3.4022,하락,0.9620,,,,,,-6.6224,,-23.4579,상승,0,,,,,,,,,,,하락,1,,,하락,1
000270.KS,기아,2026-01-26,155200.0000,-2.3899,하락,-1.7248,,,,,,-4.6160,,-45.0738,상승,0,,,,,,,,,,,하락,1,,,하락,1
000270.KS,기아,2026-01-27,153500.0000,-1.0954,하락,-1.2764,,,,,,-2.1755,,30.2774,하락,1,,,,,,,,,,,하락,1,,,하락,1
000270.KS,기아,2026-01-28,149700.0000,-2.4756,하락,-2.7847,,,,,,-4.9764,,-5.4240,하락,1,,,,,,,,,,,하락,1,,,상승,0
000270.KS,기아,2026-01-29,154900.0000,3.4736,상승,-1.2404,1.1516,,0.2411,1.1516,2.6272,4.4640,,43.4148,하락,0,,,,,,,,,,,하락,0,,,하락,0
000270.KS,기아,2026-01-30,152600.0000,-1.4848,하락,-0.8287,1.1006,,-0.1812,1.1006,3.1299,-3.1520,,-37.5993,하락,1,상승,0,,,상승,0,상승,0,상승,0,상승,0,,,상승,0
000270.KS,기아,2026-02-02,150100.0000,-1.6383,하락,-0.6659,0.9356,,-0.3984,0.9356,2.9794,-3.5583,,-11.1425,하락,1,상승,0,,,하락,1,상승,0,상승,0,하락,1,,,하락,1
000270.KS,기아,2026-02-03,154000.0000,2.5983,상승,0.0657,1.0617,,-0.5150,1.0617,3.3984,3.9175,,-3.9382,하락,0,상승,1,,,하락,0,상승,1,상승,1,하락,0,,,하락,0
000270.KS,기아,2026-02-04,156800.0000,1.8182,상승,0.9326,0.9172,,-0.1445,0.9172,2.4310,2.6354,,3.3954,상승,1,상승,1,,,하락,0,상승,1,상승,1,상승,1,,,하락,0
000270.KS,기아,2026-02-05,156200.0000,-0.3827,하락,0.1692,1.0344,,-0.8835,1.0344,3.7003,-0.9552,,14.5802,상승,0,상승,0,,,하락,1,상승,0,상승,0,상승,0,,,상승,0
000270.KS,기아,2026-02-06,151900.0000,-2.7529,하락,-0.0909,0.6117,,-0.5862,0.6117,2.2031,-6.8659,,-20.1168,상승,0,상승,0,,,하락,1,상승,0,상승,0,하락,1,,,상승,0
000270.KS,기아,2026-02-09,153800.0000,1.2508,상승,0.4811,0.7965,,-1.3291,0.7965,3.5436,2.2853,,7.9911,하락,0,상승,1,,,하락,0,상승,1,상승,1,하락,0,,,하락,0
000270.KS,기아,2026-02-10,154700.0000,0.5852,상승,0.0906,0.6031,,-0.9505,0.6031,2.5165,1.0861,,-26.1899,상승,1,상승,1,,,하락,0,상승,1,상승,1,상승,1,,,상승,1
000270.KS,기아,2026-02-11,161800.0000,4.5895,상승,0.6465,0.6027,,-0.1356,0.6027,1.4813,7.9153,,60.3296,상승,1,상승,1,,,하락,0,상승,1,상승,1,상승,1,,,하락,0
000270.KS,기아,2026-02-12,166300.0000,2.7812,상승,1.2975,0.4398,,0.6875,0.4398,0.1497,4.0801,,11.1967,상승,1,상승,1,,,하락,0,상승,1,상승,1,상승,1,,,상승,1
000270.KS,기아,2026-02-13,164100.0000,-1.3229,하락,1.5472,0.4125,,0.3445,0.4125,0.4925,-3.8016,,-46.0690,상승,0,상승,0,,,상승,0,상승,0,상승,0,상승,0,,,상승,0
000270.KS,기아,2026-02-19,170000.0000,3.5954,상승,2.0232,0.0158,,0.0671,0.0158,-0.0446,5.3589,,39.5457,상승,1,상승,1,,,상승,1,상승,1,상승,1,하락,0,,,하락,0
000270.KS,기아,2026-02-20,171800.0000,1.0588,상승,2.0933,0.2496,,0.8778,0.2496,-0.4896,1.4584,,-20.8744,상승,1,상승,1,,,상승,1,상승,1,하락,0,상승,1,,,상승,1
000270.KS,기아,2026-02-23,172700.0000,0.5239,상승,1.3070,0.0189,,0.0855,0.0189,-0.0605,0.7371,4.4067,7.8041,상승,1,상승,1,,,상승,1,상승,1,하락,0,상승,1,,,하락,0
000270.KS,기아,2026-02-24,174000.0000,0.7528,상승,0.9114,0.2962,,1.0384,0.2962,-0.5906,1.0910,3.4765,4.8138,상승,1,상승,1,,,상승,1,상승,1,하락,0,상승,1,상승,1,상승,1
000270.KS,기아,2026-02-25,196100.0000,12.7011,상승,3.7532,1.1655,,5.0037,1.1655,-3.4950,13.1666,23.0029,219.3286,상승,1,상승,1,,,상승,1,상승,1,하락,0,상승,1,상승,1,상승,1
000270.KS,기아,2026-02-26,206000.0000,5.0484,상승,4.0696,1.5775,,5.3101,1.5775,-3.3540,3.3292,21.3461,-48.6343,상승,1,상승,1,,,상승,1,상승,1,하락,0,상승,1,상승,1,상승,1
000270.KS,기아,2026-02-27,205500.0000,-0.2427,하락,3.6607,1.5897,,3.8242,1.5897,-1.6271,-0.7150,12.3165,47.9200,상승,0,상승,0,,,상승,0,상승,0,하락,1,상승,0,상승,0,하락,1
000270.KS,기아,2026-03-03,182300.0000,-11.2895,하락,1.0060,0.9810,,0.7215,0.9810,1.3755,-26.3230,-6.0177,16.4983,상승,0,상승,0,,,상승,0,상승,0,하락,1,하락,1,상승,0,상승,0
000270.KS,기아,2026-03-04,156700.0000,-14.0428,하락,-1.7948,0.0536,,-0.0185,0.0536,0.1625,-23.8272,-21.9710,-14.2633,상승,0,상승,0,,,상승,0,상승,0,상승,0,하락,1,하락,1,상승,0
000270.KS,기아,2026-03-05,166400.0000,6.1902,상승,-3.1375,0.4110,,-0.0130,0.4110,1.0500,10.3992,-15.5207,-8.3064,하락,0,상승,1,,,하락,0,상승,1,상승,1,하락,0,하락,0,하락,0
000270.KS,기아,2026-03-06,167000.0000,0.3606,상승,-4.2535,0.5013,,-0.1158,0.5013,1.4215,0.5685,-14.9714,-38.1645,하락,0,상승,1,,,하락,0,상승,1,상승,1,상승,1,하락,0,하락,0
000270.KS,기아,2026-03-09,153400.0000,-8.1437,하락,-5.9346,-0.0177,,0.0141,-0.0177,-0.0645,-12.5295,-29.9243,10.6762,하락,1,상승,0,,,하락,1,상승,0,상승,0,상승,0,하락,1,하락,1
000270.KS,기아,2026-03-10,161000.0000,4.9544,상승,-2.5793,0.1240,,-0.0333,0.1240,0.3551,8.6813,-22.6426,-4.3695,하락,0,하락,0,,,상승,1,하락,0,하락,0,하락,0,하락,0,상승,1
000270.KS,기아,2026-03-11,162000.0000,0.6211,상승,0.6588,0.1710,,-0.0489,0.1710,0.4929,1.0422,-22.0389,-33.6480,하락,0,상승,1,,,하락,0,상승,1,상승,1,상승,1,하락,0,하락,0
000270.KS,기아,2026-03-12,167000.0000,3.0864,상승,0.0741,0.4444,,-0.1474,0.4444,1.3062,5.2225,-10.2479,15.1324,상승,1,상승,1,,,하락,0,상승,1,상승,1,상승,1,하락,0,하락,0
000270.KS,기아,2026-03-13,164300.0000,-1.6168,하락,-0.3332,0.3077,,-0.1501,0.3077,0.9647,-2.8424,-17.9308,19.6897,상승,0,상승,0,,,하락,1,상승,0,상승,0,상승,0,하락,1,상승,0
000270.KS,기아,2026-03-16,162000.0000,-1.3999,하락,1.0648,0.2133,,-0.1401,0.2133,0.7147,-2.5413,-26.4007,-34.6125,하락,1,상승,0,,,하락,1,상승,0,상승,0,하락,1,하락,1,상승,0
000270.KS,기아,2026-03-17,167300.0000,3.2716,상승,0.7718,0.1603,,0.0021,0.1603,0.3829,6.2030,-3.7471,1.2220,상승,1,상승,1,,,하락,0,상승,1,상승,1,하락,0,하락,0,하락,0
000270.KS,기아,2026-03-18,175100.0000,4.6623,상승,1.5925,0.2561,,0.1792,0.2561,0.3639,7.9594,34.7943,11.0825,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,하락,0,상승,1
000270.KS,기아,2026-03-19,170500.0000,-2.6271,하락,0.4188,0.1858,,0.0456,0.1858,0.3820,-5.1758,2.0282,-23.7721,상승,0,상승,0,,,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0
000270.KS,기아,2026-03-20,168500.0000,-1.1730,하락,0.5005,-0.0435,,-0.0202,-0.0435,-0.0759,-2.3661,-6.8504,121.1709,상승,0,상승,0,,,상승,0,상승,0,상승,0,하락,1,상승,0,하락,1
000270.KS,기아,2026-03-23,161700.0000,-4.0356,하락,-0.0356,-0.2928,,-0.0592,-0.2928,-0.6187,-7.9729,-33.4308,-32.6381,상승,0,하락,1,,,하락,1,하락,1,하락,1,하락,1,하락,1,상승,0
000270.KS,기아,2026-03-24,157900.0000,-2.3500,하락,-1.1149,-0.4303,,-0.0500,-0.4303,-0.9640,-4.5785,-62.7559,14.5756,하락,1,하락,1,,,하락,1,하락,1,하락,1,하락,1,하락,1,하락,1
000270.KS,기아,2026-03-25,157900.0000,0.0000,보합,-2.0631,-0.4701,,-0.1379,-0.4701,-0.9407,0.0000,-133.1546,-33.1064,하락,,하락,,,,하락,,하락,,하락,,하락,,하락,,상승,
000270.KS,기아,2026-03-26,154700.0000,-2.0266,하락,-1.9351,-1.2146,,-1.8829,-1.2146,-0.2604,-4.2801,465.3960,-19.0629,하락,1,하락,1,,,하락,1,하락,1,하락,1,보합,,하락,1,하락,1
000270.KS,기아,2026-03-27,155800.0000,0.7111,상승,-1.5861,-1.4909,,-4.0251,-1.4909,2.0684,2.0162,54.1170,-0.4623,하락,0,하락,0,,,하락,0,하락,0,하락,0,하락,0,상승,1,하락,0
000270.KS,기아,2026-03-30,151500.0000,-2.7599,하락,-1.2944,-1.6280,,-5.6645,-1.6280,3.7027,-6.1617,49.7928,17.3181,하락,1,하락,1,,,하락,1,하락,1,상승,0,상승,0,상승,0,하락,1
000270.KS,기아,2026-03-31,145200.0000,-4.1584,하락,-1.6328,-1.1370,,-1.4797,-1.1370,-0.7252,-8.8606,47.8122,47.6979,하락,1,하락,1,,,하락,1,하락,1,상승,0,하락,1,상승,0,상승,0
000270.KS,기아,2026-04-01,155300.0000,6.9559,상승,-0.3398,-0.0434,0.3543,0.0192,-0.0434,-0.1181,21.5970,-0.6431,-26.7272,하락,0,하락,0,,,하락,0,하락,0,하락,0,하락,0,상승,1,상승,1
000270.KS,기아,2026-04-02,150600.0000,-3.0264,하락,-0.5377,-0.4900,0.3161,-0.1608,-0.4900,-0.8830,-6.2346,9.9902,6.2382,하락,1,하락,1,상승,0,상승,0,하락,1,하락,1,상승,0,하락,1,하락,1
000270.KS,기아,2026-04-03,150200.0000,-0.2656,하락,-0.7384,-0.5236,0.2899,-0.2975,-0.5236,-0.7954,-0.5682,6.8770,-54.7096,하락,1,하락,1,상승,0,하락,1,하락,1,하락,1,하락,1,상승,0,상승,0
000270.KS,기아,2026-04-06,151600.0000,0.9321,상승,0.0133,-0.0564,0.3048,0.0443,-0.0564,-0.1781,2.7632,0.9530,20.6059,하락,0,하락,0,상승,1,하락,0,하락,0,하락,0,하락,0,상승,1,하락,0
000270.KS,기아,2026-04-07,150800.0000,-0.5277,하락,0.7438,-0.3197,0.2245,-0.0389,-0.3197,-0.6599,-1.2738,1.2691,17.2642,상승,0,하락,1,상승,0,상승,0,하락,1,하락,1,상승,0,상승,0,상승,0
000270.KS,기아,2026-04-08,159200.0000,5.5703,상승,0.5142,-0.0881,0.3574,-0.1145,-0.0881,-0.0559,16.1746,-17.4634,58.0168,상승,1,하락,0,상승,1,하락,0,하락,0,하락,0,하락,0,상승,1,상승,1
000270.KS,기아,2026-04-09,150500.0000,-5.4648,하락,-0.0131,-0.5193,0.1796,-0.5102,-0.5193,-0.5305,-12.3140,3.9994,66.9143,상승,0,하락,1,상승,0,하락,1,하락,1,하락,1,상승,0,하락,1,상승,0
000270.KS,기아,2026-04-10,149000.0000,-0.9967,하락,-0.1574,-0.4841,0.2042,-0.3284,-0.4841,-0.6738,-2.2353,5.4735,-5.7474,하락,1,하락,1,상승,0,하락,1,하락,1,하락,1,하락,1,상승,0,상승,0
000270.KS,기아,2026-04-13,147400.0000,-1.0738,하락,-0.5518,-0.4642,0.1179,-0.1892,-0.4642,-0.8004,-2.5035,6.5671,-45.3709,하락,1,하락,1,상승,0,하락,1,하락,1,하락,1,하락,1,상승,0,하락,1
000270.KS,기아,2026-04-14,149200.0000,1.2212,상승,-0.2114,-0.5781,0.0640,-0.8097,-0.5781,-0.2933,3.9827,-0.1551,-5.2879,하락,0,하락,0,상승,1,하락,0,하락,0,하락,0,하락,0,상승,1,하락,0
000270.KS,기아,2026-04-15,151500.0000,1.5416,상승,-1.0195,-0.7582,-0.0103,-2.2809,-0.7582,1.1052,4.9163,-6.1802,19.0329,하락,0,하락,0,상승,1,하락,0,하락,0,하락,0,상승,1,하락,0,하락,0
000270.KS,기아,2026-04-16,157900.0000,4.2244,상승,0.9898,-0.4079,0.0702,-1.6535,-0.4079,1.0654,12.0854,-20.8896,27.6673,하락,0,하락,0,하락,0,하락,0,하락,0,상승,1,상승,1,하락,0,상승,1
000270.KS,기아,2026-04-17,159200.0000,0.8233,상승,1.3510,-0.3023,-0.1063,-1.4627,-0.3023,1.0333,2.0650,-25.5736,-38.3508,상승,1,하락,0,상승,1,하락,0,하락,0,상승,1,상승,1,하락,0,상승,1
000270.KS,기아,2026-04-20,157400.0000,-1.1307,하락,1.3068,-0.1402,-0.0671,-0.5240,-0.1402,0.2907,-3.2242,-21.0918,-30.4840,상승,0,하락,1,하락,1,하락,1,하락,1,상승,0,상승,0,하락,1,하락,1
000270.KS,기아,2026-04-21,160000.0000,1.6518,상승,1.3932,0.0686,-0.1251,0.2443,0.0686,-0.1271,4.5281,-34.8381,25.8656,상승,1,하락,0,하락,0,하락,0,하락,0,상승,1,하락,0,하락,0,하락,0
000270.KS,기아,2026-04-22,160000.0000,0.0000,보합,1.0814,0.0685,-0.0476,0.2347,0.0685,-0.1172,0.0000,-43.0273,1.6500,상승,,상승,,하락,,상승,,상승,,하락,,상승,,하락,,상승,
000270.KS,기아,2026-04-23,158400.0000,-1.0000,하락,0.0629,0.1206,-0.0062,0.2733,0.1206,-0.0505,-3.2962,-39.1641,44.4030,상승,0,상승,0,하락,1,상승,0,상승,0,하락,1,보합,,하락,1,상승,0
000270.KS,기아,2026-04-24,153400.0000,-3.1566,하락,-0.7296,-0.0782,-0.0186,-0.1107,-0.0782,-0.0416,-9.9854,57.0430,-2.1658,상승,0,상승,0,하락,1,상승,0,상승,0,하락,1,하락,1,하락,1,상승,0
000270.KS,기아,2026-04-27,152600.0000,-0.5215,하락,-0.6082,0.0359,-0.0093,0.0128,0.0359,0.0617,-1.6915,38.3853,30.2954,하락,1,하락,1,하락,1,하락,1,하락,1,하락,1,하락,1,상승,0,하락,1
000270.KS,기아,2026-04-28,155600.0000,1.9659,상승,-0.5609,0.3388,0.0611,-0.1792,0.3388,0.9210,7.5314,-9.3960,10.8804,하락,0,상승,1,하락,0,상승,1,상승,1,상승,1,하락,0,상승,1,상승,1
000270.KS,기아,2026-04-29,156900.0000,0.8355,상승,-0.3974,0.0520,0.0207,0.0993,0.0520,-0.0007,2.9709,-23.6071,-53.7960,하락,0,상승,1,상승,1,하락,0,상승,1,상승,1,상승,1,하락,0,상승,1
000270.KS,기아,2026-04-30,151800.0000,-3.2505,하락,-0.8495,0.0389,-0.0083,-0.0155,0.0389,0.0995,-10.9063,48.3042,63.3728,하락,1,상승,0,상승,0,상승,0,상승,0,하락,1,상승,0,하락,1,하락,1
000270.KS,기아,2026-05-04,154000.0000,1.4493,상승,0.0779,0.1233,0.0404,-0.0069,0.1233,0.2679,5.8237,2.9550,-34.3028,하락,0,상승,1,하락,0,하락,0,상승,1,상승,1,하락,0,상승,1,상승,1
000270.KS,기아,2026-05-06,154600.0000,0.3896,상승,0.2594,0.0972,0.0062,0.0317,0.0972,0.1698,1.5169,-4.5661,44.2081,상승,1,상승,1,상승,1,하락,0,상승,1,상승,1,상승,1,상승,1,하락,0
000270.KS,기아,2026-05-07,157600.0000,1.9405,상승,0.2588,0.2201,0.0083,0.1622,0.2201,0.2842,7.3787,-34.6220,39.3984,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,상승,1
000270.KS,기아,2026-05-08,164500.0000,4.3782,상승,0.9808,0.1712,0.0859,0.7122,0.1712,-0.4269,13.4927,-147.2332,139.7799,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,상승,1
000270.KS,기아,2026-05-11,174700.0000,6.2006,상승,2.9265,0.7803,0.2356,2.7297,0.7803,-1.3994,13.0615,570.4602,-20.7030,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,상승,1,하락,0,상승,1
000270.KS,기아,2026-05-12,168300.0000,-3.6634,하락,1.7755,0.6175,0.1495,0.9278,0.6175,0.2560,-11.3951,34.8846,-0.3346,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,상승,0,상승,0,하락,1
000270.KS,기아,2026-05-13,179500.0000,6.6548,상승,3.0377,1.0207,0.2553,2.4290,1.0207,-0.6309,12.0795,58.8726,-10.2278,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,상승,1,하락,0
000270.KS,기아,2026-05-14,178100.0000,-0.7799,하락,2.4272,0.9096,0.1674,1.6897,0.9096,-0.0334,-2.3245,24.7658,-13.0114,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,상승,0,상승,0,하락,1
000270.KS,기아,2026-05-15,168000.0000,-5.6710,하락,0.4046,0.5147,0.0174,0.3572,0.5147,0.7083,-15.2971,-3.6716,22.3626,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,하락,1,상승,0,하락,1
000270.KS,기아,2026-05-18,162500.0000,-3.2738,하락,-1.4046,0.1427,-0.0164,0.0965,0.1427,0.1994,-8.2324,-14.3488,-51.8369,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,하락,1,상승,0
000270.KS,기아,2026-05-19,154900.0000,-4.6769,하락,-1.5647,-0.1332,-0.1548,0.0031,-0.1332,-0.3002,-10.9137,-30.7577,15.4077,하락,1,상승,0,하락,1,상승,0,상승,0,상승,0,하락,1,하락,1,하락,1
000270.KS,기아,2026-05-20,149400.0000,-3.5507,하락,-3.5706,-0.2482,-0.2300,0.1781,-0.2482,-0.7718,-7.8389,-53.1794,21.5886,하락,1,하락,1,하락,1,상승,0,하락,1,하락,1,하락,1,하락,1,상승,0
000270.KS,기아,2026-05-21,167900.0000,12.3829,상승,-1.2548,0.2457,-0.0494,0.3763,0.2457,0.0839,31.1682,33.7078,-14.8460,하락,0,하락,0,하락,0,상승,1,하락,0,하락,0,하락,0,하락,0,상승,1
000270.KS,기아,2026-05-22,164800.0000,-1.8463,하락,-0.3987,0.1489,-0.0947,0.1695,0.1489,0.1233,-3.8377,3.0923,-44.8980,하락,1,상승,0,하락,1,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1
000270.KS,기아,2026-05-26,167000.0000,1.3350,상승,0.5629,0.2665,-0.2999,0.3010,0.2665,0.2235,2.5934,11.8940,-1.3970,하락,0,상승,1,하락,0,상승,1,상승,1,상승,1,하락,0,상승,1,하락,0
000270.KS,기아,2026-05-27,164700.0000,-1.3772,하락,1.2189,0.3492,-0.4269,0.0956,0.3492,0.6649,-3.1084,-2.7934,45.9074,상승,0,상승,0,하락,1,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1
000270.KS,기아,2026-05-28,164300.0000,-0.2429,하락,1.8309,0.3603,-0.4277,0.0021,0.3603,0.8036,-0.5788,-5.1769,8.8060,상승,0,상승,0,하락,1,상승,0,상승,0,상승,0,하락,1,하락,1,상승,0
000270.KS,기아,2026-05-29,169200.0000,2.9823,상승,0.1569,0.4173,-0.1366,0.2969,0.4173,0.5651,6.6172,17.6542,80.5791,상승,1,상승,1,하락,0,상승,1,상승,1,상승,1,하락,0,하락,0,상승,1
000270.KS,기아,2026-06-01,169900.0000,0.4137,상승,0.6145,0.3972,0.1378,0.3117,0.3972,0.5019,0.8775,13.4179,-31.8700,상승,1,상승,1,하락,0,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1
000270.KS,기아,2026-06-02,168800.0000,-0.6474,하락,0.2155,0.5174,0.0250,-0.0494,0.5174,1.2102,-1.7943,4.2480,-16.9370,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1
000270.KS,기아,2026-06-04,164300.0000,-2.6659,하락,-0.0478,0.3119,-0.0281,-0.1874,0.3119,0.9145,-7.3258,-13.1781,2.5867,상승,0,상승,0,상승,0,하락,1,상승,0,상승,0,하락,1,상승,0,하락,1
000270.KS,기아,2026-06-05,161100.0000,-1.9477,하락,-0.3825,0.1962,0.0803,-0.2218,0.1962,0.6953,-5.3122,-25.5063,-27.0680,하락,1,상승,0,하락,1,하락,1,상승,0,상승,0,하락,1,하락,1,상승,0
000270.KS,기아,2026-06-08,151400.0000,-6.0211,하락,-2.1361,-0.1868,-0.1000,0.3694,-0.1868,-0.8448,-14.7784,-78.7275,21.1497,하락,1,상승,0,상승,0,하락,1,상승,0,상승,0,하락,1,하락,1,하락,1
000270.KS,기아,2026-06-09,164300.0000,8.5205,상승,-0.6867,-0.0060,0.0240,-0.0037,-0.0060,-0.0089,25.2751,26.2537,78.5974,하락,0,하락,0,하락,0,상승,1,하락,0,하락,0,하락,0,하락,0,상승,1
000270.KS,기아,2026-06-10,159700.0000,-2.7998,하락,-1.1236,-0.4527,-0.0761,-0.6325,-0.4527,-0.2375,-6.2865,-74.4799,-99.9713,하락,1,하락,1,상승,0,하락,1,하락,1,하락,1,상승,0,상승,0,상승,0
000270.KS,기아,2026-06-11,156000.0000,-2.3168,하락,-1.0365,-0.3729,-0.0866,-0.1146,-0.3729,-0.6811,-5.1642,-512.2993,244220.1794,하락,1,하락,1,하락,1,하락,1,하락,1,하락,1,하락,1,하락,1,하락,1
000270.KS,기아,2026-06-12,166800.0000,6.9231,상승,0.7192,-0.3865,0.0501,-1.2780,-0.3865,0.6829,16.7282,-103.7915,47.8420,하락,0,하락,0,하락,0,하락,0,하락,0,하락,0,하락,0,하락,0,상승,1
000270.KS,기아,2026-06-15,167500.0000,0.4197,상승,2.0170,-0.3239,0.0021,-1.2049,-0.3239,0.7125,0.8523,2485.5388,-46.3032,상승,1,하락,0,상승,1,하락,0,하락,0,상승,1,상승,1,하락,0,상승,1
000270.KS,기아,2026-06-16,170200.0000,1.6119,상승,0.7245,0.0674,-0.0511,0.1896,0.0674,-0.0735,3.3424,125.1834,-12.8810,상승,1,하락,0,상승,1,하락,0,하락,0,상승,1,상승,1,상승,1,하락,0
000270.KS,기아,2026-06-17,166300.0000,-2.2914,하락,0.8047,0.1164,-0.0439,0.1475,0.1164,0.0804,-5.6584,9.6975,-48.2238,상승,0,상승,0,하락,1,상승,0,상승,0,하락,1,상승,0,상승,0,하락,1
000270.KS,기아,2026-06-18,158800.0000,-4.5099,하락,0.3387,0.1193,-0.1013,-0.1420,0.1193,0.4218,-10.4893,-51.5700,80.8963,상승,0,상승,0,하락,1,상승,0,상승,0,상승,0,하락,1,상승,0,하락,1
000270.KS,기아,2026-06-19,154900.0000,-2.4559,하락,-1.4344,0.1681,-0.0711,-0.5109,0.1681,0.9497,-5.5481,-146.1512,51.6452,상승,0,상승,0,하락,1,하락,1,상승,0,상승,0,하락,1,하락,1,상승,0
000270.KS,기아,2026-06-22,151400.0000,-2.2595,하락,-1.9689,-0.5034,-0.0680,0.1918,-0.5034,-1.2921,-5.0892,366.7250,-54.2170,하락,1,상승,0,하락,1,하락,1,상승,0,상승,0,하락,1,하락,1,상승,0
000270.KS,기아,2026-06-23,137400.0000,-9.2470,하락,-4.0918,-0.8401,-0.2147,1.7935,-0.8401,-3.8731,-17.9808,163.0550,79.2620,하락,1,하락,1,하락,1,상승,0,하락,1,하락,1,하락,1,상승,0,하락,1
000270.KS,기아,2026-06-24,138900.0000,1.0917,상승,-3.5640,-0.8689,-0.1658,0.6807,-0.8689,-2.7586,3.8811,43.2440,-13.9571,하락,0,하락,0,하락,0,상승,1,하락,0,하락,0,하락,0,상승,1,상승,1
000270.KS,기아,2026-06-25,139500.0000,0.4320,상승,-2.6032,-0.7861,-0.1713,0.3842,-0.7861,-2.2637,1.5630,21.3455,-8.1981,하락,0,하락,0,하락,0,상승,1,하락,0,하락,0,상승,1,상승,1,하락,0
000270.KS,기아,2026-06-26,135300.0000,-3.0108,하락,-2.7143,-0.9117,-0.1706,0.4597,-0.9117,-2.6903,-6.1412,19.3761,8.9329,하락,1,하락,1,하락,1,상승,0,하락,1,하락,1,상승,0,상승,0,하락,1
000270.KS,기아,2026-06-29,140600.0000,3.9172,상승,-1.5374,-0.9074,-0.0485,-0.5219,-0.9074,-1.4236,14.9293,4.4589,-30.6243,하락,0,하락,0,하락,0,상승,1,하락,0,하락,0,하락,0,상승,1,상승,1
000270.KS,기아,2026-06-30,138400.0000,-1.5647,하락,0.1446,-1.0086,-0.1784,-0.6956,-1.0086,-1.4316,-3.3288,5.0333,-18.4914,하락,1,하락,1,하락,1,하락,1,하락,1,하락,1,상승,0,상승,0,하락,1
000660.KS,SK하이닉스,2025-12-30,651000.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000660.KS,SK하이닉스,2026-01-02,677000.0000,3.9939,상승,,,,,,,,,2.1319,,,,,,,,,,,,,,,,,,
