종목코드,종목명,일자,종가,종가_등락비율,종가_방향,SMA5_등락비율,SMA20_등락비율,SMA60_등락비율,BB상_등락비율,BB중_등락비율,BB하_등락비율,RSI_등락비율,MACD_등락비율,거래량_등락비율,SMA5_전일방향,SMA5_종가일치,SMA20_전일방향,SMA20_종가일치,SMA60_전일방향,SMA60_종가일치,BB상_전일방향,BB상_종가일치,BB중_전일방향,BB중_종가일치,BB하_전일방향,BB하_종가일치,RSI_전일방향,RSI_종가일치,MACD_전일방향,MACD_종가일치,거래량_전일방향,거래량_종가일치
298040.KS,효성중공업,2026-03-26,2860000.0000,-4.3478,하락,1.2183,0.1848,,0.5274,0.1848,-0.2562,-8.8212,8.0955,-45.0187,상승,0,상승,0,,,상승,0,상승,0,하락,1,상승,0,상승,0,상승,0
298040.KS,효성중공업,2026-03-27,2676000.0000,-6.4336,하락,-0.4252,-0.4223,,-1.1179,-0.4223,0.4803,-11.8522,-9.8535,50.6307,상승,0,상승,0,,,상승,0,상승,0,하락,1,하락,1,상승,0,하락,1
298040.KS,효성중공업,2026-03-30,2503000.0000,-6.4649,하락,-0.6225,-0.6112,,-0.9171,-0.6112,-0.2207,-10.7150,-24.9119,-18.9735,하락,1,하락,1,,,하락,1,하락,1,상승,0,하락,1,하락,1,상승,0
298040.KS,효성중공업,2026-03-31,2456000.0000,-1.8777,하락,-1.7844,-0.2883,,-0.0358,-0.2883,-0.6084,-3.0396,-32.6354,-16.7263,하락,1,하락,1,,,하락,1,하락,1,하락,1,하락,1,하락,1,하락,1
298040.KS,효성중공업,2026-04-01,2654000.0000,8.0619,상승,-2.4917,0.6881,0.6026,-0.4350,0.6881,2.1203,14.4911,-4.6846,-6.1249,하락,0,하락,0,,,하락,0,하락,0,하락,0,하락,0,하락,0,하락,0
298040.KS,효성중공업,2026-04-02,2518000.0000,-5.1243,하락,-2.6010,0.0651,0.4618,-0.0344,0.0651,0.1888,-8.2270,-29.7879,1.7940,하락,1,상승,0,상승,0,하락,1,상승,0,상승,0,상승,0,하락,1,하락,1
298040.KS,효성중공업,2026-04-03,2560000.0000,1.6680,상승,-0.9058,0.1569,0.4419,-0.0556,0.1569,0.4205,2.9023,-23.4720,-36.0997,하락,0,상승,1,상승,1,하락,0,상승,1,상승,1,하락,0,하락,0,상승,1
298040.KS,효성중공업,2026-04-06,2633000.0000,2.8516,상승,1.0243,0.4660,0.5358,-0.2981,0.4660,1.4095,4.8946,-0.3976,30.6772,하락,0,상승,1,상승,1,하락,0,상승,1,상승,1,상승,1,하락,0,하락,0
298040.KS,효성중공업,2026-04-07,2610000.0000,-0.8735,하락,1.2012,0.1141,0.5310,0.0194,0.1141,0.2290,-1.5856,-9.2884,-16.5211,상승,0,상승,0,상승,0,하락,1,상승,0,상승,0,상승,0,하락,1,상승,0
298040.KS,효성중공업,2026-04-08,2930000.0000,12.2605,상승,2.1272,0.7539,0.7340,1.6090,0.7539,-0.2819,18.5677,111.0249,144.3409,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,하락,0,하락,0
298040.KS,효성중공업,2026-04-09,2882000.0000,-1.6382,하락,2.7470,0.6050,0.6659,1.0139,0.6050,0.1003,-3.0077,31.5377,-42.8066,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,상승,0,상승,0,상승,0
298040.KS,효성중공업,2026-04-10,2940000.0000,2.0125,상승,2.7910,0.6501,0.6150,1.2765,0.6501,-0.1301,2.6765,25.4930,22.7101,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,상승,1,하락,0
298040.KS,효성중공업,2026-04-13,3058000.0000,4.0136,상승,3.0368,1.0070,0.6766,1.8713,1.0070,-0.0847,5.0773,27.4990,10.3106,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,상승,1,상승,1,상승,1
298040.KS,효성중공업,2026-04-14,3042000.0000,-0.5232,하락,2.9958,0.9140,0.6006,1.4443,0.9140,0.2312,-1.1009,14.4054,23.7241,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,상승,0,상승,0,상승,0
298040.KS,효성중공업,2026-04-15,2965000.0000,-2.5312,하락,0.2357,0.4273,0.4701,0.8056,0.4273,-0.0658,-5.3977,3.0339,8.2613,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,상승,0,상승,0
298040.KS,효성중공업,2026-04-16,2990000.0000,0.8432,상승,0.7255,0.5400,0.4258,0.8968,0.5400,0.0710,1.2867,2.9609,-59.4021,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,하락,0,상승,1,상승,1
298040.KS,효성중공업,2026-04-17,2980000.0000,-0.3344,하락,0.2668,0.4431,0.4001,0.7324,0.4431,0.0596,-0.7916,0.4167,18.5568,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1
298040.KS,효성중공업,2026-04-20,3010000.0000,1.0067,상승,-0.3193,0.7581,0.4281,0.7436,0.7581,0.7774,1.7119,1.2672,-13.0311,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,상승,1,상승,1
298040.KS,효성중공업,2026-04-21,3002000.0000,-0.2658,하락,-0.2669,0.5379,0.4371,0.6853,0.5379,0.3413,-0.7111,-0.7074,13.3159,하락,1,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1
298040.KS,효성중공업,2026-04-22,3084000.0000,2.7315,상승,0.7961,0.1671,0.4683,0.4598,0.1671,-0.2247,4.8758,3.9610,3.1091,하락,0,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,하락,0,상승,1
298040.KS,효성중공업,2026-04-23,3268000.0000,5.9663,상승,1.8452,0.7240,0.5841,1.9862,0.7240,-0.9773,8.8590,14.0594,115.7850,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,상승,1,상승,1,상승,1
298040.KS,효성중공업,2026-04-24,3552000.0000,8.6903,상승,3.7278,1.5433,0.7617,3.9970,1.5433,-1.8629,9.2134,25.0459,20.3752,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,상승,1,상승,1,상승,1
298040.KS,효성중공업,2026-04-27,3941000.0000,10.9516,상승,5.8495,2.4949,0.9725,6.2083,2.4949,-2.9677,7.7037,32.6574,-17.9677,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,상승,1,상승,1,상승,1
298040.KS,효성중공업,2026-04-28,3976000.0000,0.8881,상승,5.7814,2.5730,0.9036,4.6245,2.5730,-0.7303,0.5242,19.3758,1.6171,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,상승,1,상승,1,하락,0
298040.KS,효성중공업,2026-04-29,3982000.0000,0.1509,상승,5.0390,2.1916,0.8820,3.8973,2.1916,-0.7031,0.0938,11.7533,-39.0220,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,상승,1,상승,1,상승,1
298040.KS,효성중공업,2026-04-30,3912000.0000,-1.7579,하락,3.4404,2.2512,0.7970,2.4324,2.2512,1.9294,-4.7372,5.2595,11.6191,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,상승,0,상승,0,하락,1
298040.KS,효성중공업,2026-05-04,4228000.0000,8.0777,상승,3.4912,2.6344,1.1760,3.7116,2.6344,0.7121,5.5662,10.6702,25.8890,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,상승,1,상승,1
298040.KS,효성중공업,2026-05-06,4597000.0000,8.7275,상승,3.2736,3.0222,1.3313,5.2309,3.0222,-1.0363,4.3625,14.7445,58.5001,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1
298040.KS,효성중공업,2026-05-07,4601000.0000,0.0870,상승,3.0201,2.9739,1.3061,3.9229,2.9739,1.1197,0.0394,9.0067,-23.6837,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,상승,1,상승,1,상승,1
298040.KS,효성중공업,2026-05-08,4398000.0000,-4.4121,하락,1.9512,2.1294,1.2003,2.5716,2.1294,1.2414,-10.8182,1.6699,-27.5028,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1
298040.KS,효성중공업,2026-05-11,4333000.0000,-1.4779,하락,1.9369,2.0608,1.2194,1.7959,2.0608,2.5998,-3.5962,-1.0066,2.9316,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,상승,0,하락,1
298040.KS,효성중공업,2026-05-12,4197000.0000,-3.1387,하락,-0.1399,1.7493,1.0225,1.0656,1.7493,3.1292,-7.4959,-4.3752,25.0651,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,하락,1,상승,0
298040.KS,효성중공업,2026-05-13,4197000.0000,0.0000,보합,-1.8078,1.5578,1.0397,0.9499,1.5578,2.7604,-0.0000,-4.7243,-44.8784,하락,,상승,,상승,,상승,,상승,,상승,,하락,,하락,,상승,
298040.KS,효성중공업,2026-05-14,4025000.0000,-4.0982,하락,-2.6512,1.3238,0.9033,0.3056,1.3238,3.3025,-9.9055,-8.4100,41.5497,하락,1,상승,0,상승,0,상승,0,상승,0,상승,0,보합,,하락,1,하락,1
298040.KS,효성중공업,2026-05-15,3745000.0000,-6.9565,하락,-3.0875,1.0367,0.7386,-0.4080,1.0367,3.7628,-14.7962,-14.3511,17.4587,하락,1,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,하락,1,상승,0
298040.KS,효성중공업,2026-05-18,3730000.0000,-0.4005,하락,-2.9419,0.9735,0.7365,-0.5483,0.9735,3.7296,-0.8464,-14.6437,-19.3012,하락,1,상승,0,상승,0,하락,1,상승,0,상승,0,하락,1,하락,1,상승,0
298040.KS,효성중공업,2026-05-19,3580000.0000,-4.0214,하락,-3.1014,0.7817,0.6122,-0.7978,0.7817,3.5243,-8.3537,-18.9903,-20.4674,하락,1,상승,0,상승,0,하락,1,상승,0,상승,0,하락,1,하락,1,하락,1
298040.KS,효성중공업,2026-05-20,3569000.0000,-0.3073,하락,-3.2578,0.7226,0.5053,-0.8980,0.7226,3.4192,-0.6554,-19.9050,42.9213,하락,1,상승,0,상승,0,하락,1,상승,0,상승,0,하락,1,하락,1,하락,1
298040.KS,효성중공업,2026-05-21,3929000.0000,10.0869,상승,-0.5148,1.1897,0.6365,-1.1157,1.1897,4.8656,21.3132,-4.3004,6.8906,하락,0,상승,1,상승,1,하락,0,상승,1,상승,1,하락,0,하락,0,상승,1
298040.KS,효성중공업,2026-05-22,4007000.0000,1.9852,상승,1.4122,1.1707,0.6667,-1.2353,1.1707,4.7880,3.1904,-0.9676,-42.6396,하락,0,상승,1,상승,1,하락,0,상승,1,상승,1,상승,1,하락,0,상승,1
298040.KS,효성중공업,2026-05-26,3834000.0000,-4.3174,하락,0.5528,0.7096,0.5679,-1.0792,0.7096,3.2445,-9.1071,-10.1752,57.6680,상승,0,상승,0,상승,0,하락,1,상승,0,상승,0,상승,0,하락,1,하락,1
298040.KS,효성중공업,2026-05-27,3681000.0000,-3.9906,하락,0.5339,0.1606,0.4128,-0.2350,0.1606,0.6977,-7.9815,-18.1572,1.5827,상승,0,상승,0,상승,0,하락,1,상승,0,상승,0,하락,1,하락,1,상승,0
298040.KS,효성중공업,2026-05-28,3653000.0000,-0.7607,하락,0.4416,-0.3579,0.4358,0.1414,-0.3579,-1.0296,-1.5487,-20.3421,-15.0151,상승,0,상승,0,상승,0,하락,1,상승,0,상승,0,하락,1,하락,1,상승,0
298040.KS,효성중공업,2026-05-29,3685000.0000,0.8760,상승,-1.2772,-0.3630,0.5641,0.0318,-0.3630,-0.9002,2.0050,-18.5349,57.9108,상승,1,하락,0,상승,1,상승,1,하락,0,하락,0,하락,0,하락,0,하락,0
298040.KS,효성중공업,2026-06-01,3811000.0000,3.4193,상승,-1.0392,-0.2141,0.7871,-0.0756,-0.2141,-0.4043,7.5781,-6.3394,-18.9130,하락,0,하락,0,상승,1,상승,1,하락,0,하락,0,상승,1,하락,0,상승,1
298040.KS,효성중공업,2026-06-02,3544000.0000,-7.0060,하락,-1.5538,-0.4617,0.5467,0.2122,-0.4617,-1.3905,-14.3611,-35.0080,-12.8920,하락,1,하락,1,상승,0,하락,1,하락,1,하락,1,상승,0,하락,1,하락,1
298040.KS,효성중공업,2026-06-04,3488000.0000,-1.5801,하락,-1.0504,-0.9326,0.5181,-0.3679,-0.9326,-1.7237,-3.1418,-52.5600,-29.3091,하락,1,하락,1,상승,0,상승,0,하락,1,하락,1,하락,1,하락,1,하락,1
298040.KS,효성중공업,2026-06-05,3380000.0000,-3.0963,하락,-1.5016,-1.5483,0.5058,-2.0222,-1.5483,-0.8753,-6.1257,-125.4186,-15.4488,하락,1,하락,1,상승,0,하락,1,하락,1,하락,1,하락,1,하락,1,하락,1
298040.KS,효성중공업,2026-06-08,3196000.0000,-5.4438,하락,-2.7306,-1.8156,0.3280,-2.1832,-1.8156,-1.2995,-10.1035,636.6216,30.5369,하락,1,하락,1,상승,0,하락,1,하락,1,하락,1,하락,1,하락,1,하락,1
298040.KS,효성중공업,2026-06-09,3467000.0000,8.4793,상승,-1.9749,-1.2253,0.4727,-2.1584,-1.2253,0.0728,23.4444,16.3494,0.1257,하락,0,하락,0,상승,1,하락,0,하락,0,하락,0,하락,0,상승,1,상승,1
298040.KS,효성중공업,2026-06-10,3437000.0000,-0.8653,하락,-0.6266,-1.1939,0.4413,-2.2082,-1.1939,0.1858,-1.6199,14.6482,-99.9957,하락,1,하락,1,상승,0,하락,1,하락,1,상승,0,상승,0,상승,0,상승,0
298040.KS,효성중공업,2026-06-11,3246000.0000,-5.5572,하락,-1.4262,-1.2824,0.3275,-1.4519,-1.2824,-1.0575,-9.9967,35.4064,3399000.0000,하락,1,하락,1,상승,0,하락,1,하락,1,상승,0,하락,1,상승,0,하락,1
298040.KS,효성중공업,2026-06-12,3376000.0000,4.0049,상승,-0.0239,-1.1215,0.4294,-2.1821,-1.1215,0.2810,10.0208,6.0085,15.6188,하락,0,하락,0,상승,1,하락,0,하락,0,하락,0,하락,0,상승,1,상승,1
298040.KS,효성중공업,2026-06-15,3752000.0000,11.1374,상승,3.3250,-0.3772,0.6003,-1.1734,-0.3772,0.6498,21.7977,-33.0909,-13.8524,하락,0,하락,0,상승,1,하락,0,하락,0,상승,1,상승,1,상승,1,상승,1
298040.KS,효성중공업,2026-06-16,3892000.0000,3.7313,상승,2.4598,0.2039,0.5744,0.5367,0.2039,-0.2177,5.5290,-60.1392,-13.9591,상승,1,하락,0,상승,1,하락,0,하락,0,상승,1,상승,1,하락,0,하락,0
298040.KS,효성중공업,2026-06-17,3855000.0000,-0.9507,하락,2.3612,0.1730,0.5717,0.4001,0.1730,-0.1168,-1.8355,-105.9178,-44.7940,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,상승,0,하락,1,하락,1
298040.KS,효성중공업,2026-06-18,3693000.0000,-4.2023,하락,2.4668,0.1561,0.4686,0.1570,0.1561,0.1550,-7.9654,407.6949,25.5231,상승,0,상승,0,상승,0,상승,0,상승,0,하락,1,하락,1,하락,1,하락,1
298040.KS,효성중공업,2026-06-19,3855000.0000,4.3867,상승,2.5797,0.3945,0.6164,0.5988,0.3945,0.1325,7.3600,257.4512,126.1221,상승,1,상승,1,상승,1,상승,1,상승,1,상승,1,하락,0,상승,1,상승,1
298040.KS,효성중공업,2026-06-22,3834000.0000,-0.5447,하락,0.4305,-0.1305,0.5483,-0.3660,-0.1305,0.1729,-1.0909,48.1934,-61.3715,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0,상승,0
298040.KS,효성중공업,2026-06-23,3616000.0000,-5.6860,하락,-1.4428,-0.5379,0.3013,-1.3081,-0.5379,0.4492,-10.8698,-25.3691,135.5150,상승,0,하락,1,상승,0,하락,1,하락,1,상승,0,하락,1,상승,0,하락,1
298040.KS,효성중공업,2026-06-24,3353000.0000,-7.2732,하락,-2.6627,-0.6653,0.2365,-0.5439,-0.6653,-0.8183,-12.3747,-108.1270,-29.1071,하락,1,하락,1,상승,0,하락,1,하락,1,상승,0,하락,1,하락,1,상승,0
298040.KS,효성중공업,2026-06-25,3280000.0000,-2.1772,하락,-2.2506,-0.5584,0.2891,-0.0302,-0.5584,-1.2254,-3.5671,1315.6949,9.5944,하락,1,하락,1,상승,0,하락,1,하락,1,하락,1,하락,1,하락,1,하락,1
298040.KS,효성중공업,2026-06-26,3103000.0000,-5.3963,하락,-4.1922,-0.7702,0.2864,0.3875,-0.7702,-2.2498,-8.5206,118.6774,-2.1681,하락,1,하락,1,상승,0,하락,1,하락,1,하락,1,하락,1,상승,0,상승,0
298040.KS,효성중공업,2026-06-29,3274000.0000,5.5108,상승,-3.2585,-0.5800,0.3893,-0.2853,-0.5800,-0.9668,13.3562,20.6142,-36.5068,하락,0,하락,0,상승,1,상승,1,하락,0,하락,0,하락,0,상승,1,하락,0
298040.KS,효성중공업,2026-06-30,3473000.0000,6.0782,상승,-0.8601,-0.4798,0.3883,-0.8713,-0.4798,0.0377,12.3080,-7.7851,3.2034,하락,0,하락,0,상승,1,하락,0,하락,0,하락,0,상승,1,상승,1,하락,0
329180.KS,HD현대중공업,2025-12-30,509000.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329180.KS,HD현대중공업,2026-01-02,504000.0000,-0.9823,하락,,,,,,,,,59.5522,,,,,,,,,,,,,,,,,,
329180.KS,HD현대중공업,2026-01-05,513000.0000,1.7857,상승,,,,,,,,,21.6425,,,,,,,,,,,,,,,,,상승,1
329180.KS,HD현대중공업,2026-01-06,550000.0000,7.2125,상승,,,,,,,,,46.9402,,,,,,,,,,,,,,,,,상승,1
329180.KS,HD현대중공업,2026-01-07,557000.0000,1.2727,상승,,,,,,,,,-35.2307,,,,,,,,,,,,,,,,,상승,1
329180.KS,HD현대중공업,2026-01-08,582000.0000,4.4883,상승,2.7725,,,,,,,,85.6735,,,,,,,,,,,,,,,,,하락,0
329180.KS,HD현대중공업,2026-01-09,609000.0000,4.6392,상승,3.8803,,,,,,,,-36.1843,상승,1,,,,,,,,,,,,,,,상승,1
329180.KS,HD현대중공업,2026-01-12,604000.0000,-0.8210,하락,3.2373,,,,,,,,40.9546,상승,0,,,,,,,,,,,,,,,하락,1
329180.KS,HD현대중공업,2026-01-13,645000.0000,6.7881,상승,3.2736,,,,,,,,-2.4864,상승,1,,,,,,,,,,,,,,,상승,1
329180.KS,HD현대중공업,2026-01-14,615000.0000,-4.6512,하락,1.9353,,,,,,,,-41.4538,상승,0,,,,,,,,,,,,,,,하락,1
329180.KS,HD현대중공업,2026-01-15,631000.0000,2.6016,상승,1.6039,,,,,,,,0.9601,상승,1,,,,,,,,,,,,,,,하락,0
329180.KS,HD현대중공업,2026-01-16,622000.0000,-1.4263,하락,0.4188,,,,,,,,-25.9729,상승,0,,,,,,,,,,,,,,,상승,0
329180.KS,HD현대중공업,2026-01-19,648000.0000,4.1801,상승,1.4116,,,,,,,,16.6420,상승,1,,,,,,,,,,,,,,,하락,0
329180.KS,HD현대중공업,2026-01-20,641000.0000,-1.0802,하락,-0.1265,,,,,,,,-13.8454,상승,0,,,,,,,,,,,,,,,상승,0
329180.KS,HD현대중공업,2026-01-21,631000.0000,-1.5601,하락,0.5068,,,,,,,,4.8513,하락,1,,,,,,,,,,,,,,,하락,1
329180.KS,HD현대중공업,2026-01-22,613000.0000,-2.8526,하락,-0.5673,,,,,,-7.0906,,18.7239,상승,0,,,,,,,,,,,,,,,상승,0
329180.KS,HD현대중공업,2026-01-23,627000.0000,2.2838,상승,0.1585,,,,,,2.5462,,-14.3423,하락,0,,,,,,,,,,,하락,0,,,상승,1
329180.KS,HD현대중공업,2026-01-26,605000.0000,-3.5088,하락,-1.3608,,,,,,-8.6653,,6.4294,상승,0,,,,,,,,,,,상승,0,,,하락,1
329180.KS,HD현대중공업,2026-01-27,588000.0000,-2.8099,하락,-1.7004,,,,,,-6.7260,,111.4860,하락,1,,,,,,,,,,,하락,1,,,상승,0
329180.KS,HD현대중공업,2026-01-28,586000.0000,-0.3401,하락,-1.4687,,,,,,-0.8450,,-40.7587,하락,1,,,,,,,,,,,하락,1,,,상승,0
329180.KS,HD현대중공업,2026-01-29,588000.0000,0.3413,상승,-0.8281,0.6650,,-0.7319,0.6650,2.5499,0.6121,,17.8693,하락,0,,,,,,,,,,,하락,0,,,하락,0
329180.KS,HD현대중공업,2026-01-30,575000.0000,-2.2109,하락,-1.7368,0.5937,,-1.1917,0.5937,2.9258,-5.9374,,-35.2078,하락,1,상승,0,,,하락,1,상승,0,상승,0,상승,0,,,상승,0
329180.KS,HD현대중공업,2026-02-02,549000.0000,-4.5217,하락,-1.9035,0.2993,,-0.9361,0.2993,1.8483,-11.3384,,14.0404,하락,1,상승,0,,,하락,1,상승,0,상승,0,하락,1,,,하락,1
329180.KS,HD현대중공업,2026-02-03,582000.0000,6.0109,상승,-0.2079,0.2652,,-0.3973,0.2652,1.0732,13.4278,,-11.8924,하락,0,상승,1,,,하락,0,상승,1,상승,1,하락,0,,,상승,1
329180.KS,HD현대중공업,2026-02-04,583000.0000,0.1718,상승,-0.1042,0.2149,,-0.3239,0.2149,0.8625,0.3330,,-27.4262,하락,0,상승,1,,,하락,0,상승,1,상승,1,상승,1,,,하락,0
329180.KS,HD현대중공업,2026-02-05,550000.0000,-5.6604,하락,-1.3208,-0.2639,,0.4617,-0.2639,-1.1258,-13.4157,,77.6772,하락,1,상승,0,,,하락,1,상승,0,상승,0,상승,0,,,하락,1
329180.KS,HD현대중공업,2026-02-06,539000.0000,-2.0000,하락,-1.2681,-0.5789,,0.4880,-0.5789,-1.8665,-4.5946,,-26.1343,하락,1,하락,1,,,상승,0,하락,1,하락,1,하락,1,,,상승,0
329180.KS,HD현대중공업,2026-02-09,540000.0000,0.1855,상승,-0.3211,-0.5324,,0.3202,-0.5324,-1.5860,0.5052,,6.5318,하락,0,하락,0,,,상승,1,하락,0,하락,0,하락,0,,,하락,0
329180.KS,HD현대중공업,2026-02-10,534000.0000,-1.1111,하락,-1.7180,-0.9282,,-0.5635,-0.9282,-1.3877,-2.8122,,83.1782,하락,1,하락,1,,,상승,0,하락,1,하락,1,상승,0,,,상승,0
329180.KS,HD현대중공업,2026-02-11,537000.0000,0.5618,상승,-1.6752,-0.6584,,-0.1182,-0.6584,-1.3446,1.7583,,-51.4497,하락,0,하락,0,,,하락,0,하락,0,하락,0,하락,0,,,상승,1
329180.KS,HD현대중공업,2026-02-12,539000.0000,0.3724,상승,-0.4074,-0.7817,,-0.6515,-0.7817,-0.9492,1.2091,,33.6523,하락,0,하락,0,,,하락,0,하락,0,하락,0,상승,1,,,하락,0
329180.KS,HD현대중공업,2026-02-13,543000.0000,0.7421,상승,0.1488,-0.6765,,-0.6208,-0.6765,-0.7484,2.4890,,13.7930,하락,0,하락,0,,,하락,0,하락,0,하락,0,상승,1,,,상승,1
329180.KS,HD현대중공업,2026-02-19,574000.0000,5.7090,상승,1.2625,-0.6380,,-1.6268,-0.6380,0.6390,16.7059,,-0.8380,상승,1,하락,0,,,하락,0,하락,0,하락,0,상승,1,,,상승,1
329180.KS,HD현대중공업,2026-02-20,602000.0000,4.8780,상승,2.4936,-0.3384,,-1.1797,-0.3384,0.7237,10.1829,,19.9602,상승,1,하락,0,,,하락,0,하락,0,상승,1,상승,1,,,하락,0
329180.KS,HD현대중공업,2026-02-23,607000.0000,0.8306,상승,2.5045,-0.2090,,-0.7656,-0.2090,0.4805,1.5035,-47.1886,-31.7147,상승,1,하락,0,,,하락,0,하락,0,상승,1,상승,1,,,상승,1
329180.KS,HD현대중공업,2026-02-24,596000.0000,-1.8122,하락,1.9895,-0.1483,,-0.4384,-0.1483,0.2065,-5.5587,-51.7334,23.6612,상승,0,하락,1,,,하락,1,하락,1,상승,0,상승,0,하락,1,하락,1
329180.KS,HD현대중공업,2026-02-25,594000.0000,-0.3356,하락,1.7454,-0.2884,,-1.0356,-0.2884,0.6199,-1.0767,-77.8021,-34.6850,상승,0,하락,1,,,하락,1,하락,1,상승,0,하락,1,하락,1,상승,0
329180.KS,HD현대중공업,2026-02-26,592000.0000,-0.3367,하락,0.6054,-0.1139,,-0.3410,-0.1139,0.1575,-1.1462,-242.8005,25.7562,상승,0,하락,1,,,하락,1,하락,1,상승,0,하락,1,하락,1,하락,1
329180.KS,HD현대중공업,2026-02-27,603000.0000,1.8581,상승,0.0334,0.1316,,0.3652,0.1316,-0.1462,4.5289,258.9506,83.4121,상승,1,하락,0,,,하락,0,하락,0,상승,1,하락,0,하락,0,상승,1
329180.KS,HD현대중공업,2026-03-03,590000.0000,-2.1559,하락,-0.5682,0.0350,,0.0757,0.0350,-0.0136,-7.4857,13.6076,-1.9297,상승,0,상승,0,,,상승,0,상승,0,하락,1,상승,0,상승,0,상승,0
329180.KS,HD현대중공업,2026-03-04,511000.0000,-13.3898,하락,-2.8571,-0.6744,,0.2736,-0.6744,-1.8090,-32.8812,-215.2036,15.6486,하락,1,상승,0,,,상승,0,상승,0,하락,1,하락,1,상승,0,하락,1
329180.KS,HD현대중공업,2026-03-05,559000.0000,9.3933,상승,-1.2111,-0.1411,,-0.1319,-0.1411,-0.1523,29.0057,27.3671,-47.6780,하락,0,하락,0,,,상승,1,하락,0,하락,0,하락,0,하락,0,상승,1
329180.KS,HD현대중공업,2026-03-06,554000.0000,-0.8945,하락,-1.3310,0.0442,,-0.0020,0.0442,0.1006,-1.9475,25.3330,-19.6150,하락,1,하락,1,,,하락,1,하락,1,하락,1,상승,0,상승,0,하락,1
329180.KS,HD현대중공업,2026-03-09,576000.0000,3.9711,상승,-0.9585,-0.0530,,-0.0917,-0.0530,-0.0057,9.1723,-19.1399,78.9942,하락,0,상승,1,,,하락,0,상승,1,상승,1,하락,0,상승,1,하락,0
329180.KS,HD현대중공업,2026-03-10,583000.0000,1.2153,상승,-0.2509,0.0000,,0.0000,0.0000,0.0000,2.5615,-32.9993,-26.8783,하락,0,하락,0,,,하락,0,하락,0,하락,0,상승,1,하락,0,상승,1
329180.KS,HD현대중공업,2026-03-11,590000.0000,1.2007,상승,2.8387,0.3533,,0.3865,0.3533,0.3127,2.5371,-59.5997,-3.1708,하락,0,보합,,,,보합,,보합,,보합,,상승,1,하락,0,하락,0
329180.KS,HD현대중공업,2026-03-12,604000.0000,2.3729,상승,1.5723,0.5720,,0.5836,0.5720,0.5579,4.8645,-215.0968,5.4402,상승,1,상승,1,,,상승,1,상승,1,상승,1,상승,1,하락,0,하락,0
329180.KS,HD현대중공업,2026-03-13,596000.0000,-1.3245,하락,1.4448,0.4900,,0.2940,0.4900,0.7294,-3.5361,96.4374,-30.6092,상승,0,상승,0,,,상승,0,상승,0,상승,0,상승,0,하락,1,상승,0
329180.KS,HD현대중공업,2026-03-16,583000.0000,-2.1812,하락,0.2374,0.4267,,-0.0948,0.4267,1.0608,-5.8276,-3.0798,-18.1877,상승,0,상승,0,,,상승,0,상승,0,상승,0,하락,1,상승,0,하락,1
329180.KS,HD현대중공업,2026-03-17,587000.0000,0.6861,상승,0.1353,0.4335,,-0.0947,0.4335,1.0685,1.7182,9.1977,7.2203,상승,1,상승,1,,,하락,0,상승,1,상승,1,하락,0,하락,0,하락,0
329180.KS,HD현대중공업,2026-03-18,590000.0000,0.5111,상승,0.0000,0.4403,,-0.1313,0.4403,1.1195,1.3183,14.2695,40.2975,상승,1,상승,1,,,하락,0,상승,1,상승,1,상승,1,상승,1,상승,1
329180.KS,HD현대중공업,2026-03-19,567000.0000,-3.8983,하락,-1.2500,0.2063,,-0.2728,0.2063,0.7685,-11.0661,-50.4639,-25.0750,보합,,상승,0,,,하락,1,상승,0,상승,0,상승,0,상승,0,상승,0
